carat,depth,table,x,y,z,price,cut,color,clarity
0.81,64.0,60.0,5.84,5.88,3.75,2714.0,Very Good,I,VS2
1.32,61.6,57.0,6.98,7.05,4.32,7173.0,Very Good,G,SI2
0.5,61.8,58.0,5.05,5.11,3.14,1624.0,Very Good,E,VS2
0.7,61.0,59.0,5.67,5.7,3.47,3039.0,Very Good,G,VVS2
0.3,62.4,57.0,4.29,4.24,2.66,844.0,Ideal,E,VS2
0.41,63.1,54.0,4.75,4.72,2.99,818.0,Very Good,D,SI2
0.42,60.8,59.0,4.85,4.79,2.93,1235.0,Premium,D,VS1
1.14,62.0,54.0,6.72,6.74,4.17,6628.0,Ideal,H,VS2
1.27,58.9,61.0,7.09,7.03,4.16,5832.0,Premium,H,VS2
0.53,60.8,56.0,5.28,5.25,3.21,1956.0,Ideal,E,VS2
0.61,61.8,55.0,5.43,5.47,3.37,2634.0,Ideal,F,VVS2
0.3,62.5,54.0,4.31,4.33,2.7,863.0,Ideal,G,IF
0.41,60.7,58.0,4.83,4.79,2.92,961.0,Premium,G,VS1
0.3,61.6,58.0,4.27,4.3,2.64,814.0,Ideal,F,VVS1
1.01,63.1,58.0,6.34,6.38,4.01,3768.0,Good,F,SI2
0.57,62.1,56.0,5.34,5.29,3.3,1963.0,Ideal,D,VS2
0.31,61.2,57.0,4.42,4.4,2.7,878.0,Ideal,F,VVS1
0.7,62.2,55.0,5.69,5.73,3.55,2154.0,Ideal,I,VS2
1.21,65.6,56.0,6.69,6.59,4.36,3862.0,Fair,H,SI2
0.23,61.3,60.0,3.98,4.01,2.45,465.0,Very Good,F,VVS2
0.36,62.9,56.0,4.52,4.57,2.86,631.0,Very Good,E,SI1
0.72,61.4,58.0,5.76,5.74,3.53,1944.0,Premium,J,VS2
0.27,62.5,57.0,4.1,4.13,2.57,622.0,Ideal,E,VVS2
1.0,61.0,60.0,6.36,6.39,3.89,4496.0,Good,I,SI1
1.34,61.5,58.0,7.04,7.07,4.34,7305.0,Premium,D,SI2
1.59,62.9,58.0,7.45,7.39,4.66,8681.0,Ideal,J,VS2
0.7,60.3,58.0,5.76,5.81,3.49,2671.0,Ideal,F,SI1
1.01,59.2,61.0,6.59,6.55,3.89,6900.0,Premium,F,VS2
0.3,61.6,58.0,4.32,4.29,2.65,709.0,Premium,D,SI1
0.32,61.5,56.0,4.4,4.44,2.72,639.0,Ideal,F,VS1
0.3,61.6,61.0,4.28,4.23,2.62,567.0,Premium,I,VS1
1.03,63.6,57.0,6.38,6.29,4.03,2855.0,Good,J,SI1
0.31,61.6,55.0,4.37,4.39,2.7,871.0,Ideal,E,VS1
0.32,61.6,54.0,4.41,4.49,2.74,814.0,Ideal,H,IF
0.38,61.4,55.0,4.66,4.69,2.87,675.0,Ideal,I,VS2
1.01,61.5,58.0,6.44,6.47,3.97,8869.0,Ideal,G,IF
0.51,62.2,55.0,5.09,5.11,3.17,1318.0,Very Good,E,SI1
0.35,62.7,58.0,4.5,4.46,2.81,906.0,Premium,H,VVS2
0.33,62.0,57.0,4.45,4.46,2.76,492.0,Ideal,D,SI2
0.81,61.88000000000001,55.0,5.97,5.94,3.73,2725.0,Ideal,G,SI1
0.34,62.2,55.0,4.49,4.48,2.79,880.0,Ideal,H,VVS2
0.9,61.8,56.0,6.2,6.14,3.84,3931.0,Ideal,G,SI1
0.3,62.3,54.1,4.28,4.34,2.69,779.0,Ideal,E,VVS2
0.43,61.580000000000005,58.0,4.82,4.78,2.99,1209.0,Premium,E,VS1
0.42,61.7,56.0,4.83,4.79,2.97,1040.0,Ideal,D,SI1
0.7,65.3,56.0,5.57,5.54,3.63,1998.0,Fair,E,SI2
1.01,63.7,60.0,6.31,6.35,4.03,5192.0,Very Good,G,SI1
1.1,60.4,61.0,6.69,6.73,4.05,4235.0,Very Good,I,SI1
0.71,62.4,54.0,5.72,5.76,3.58,2171.0,Very Good,G,SI2
0.91,61.6,55.0,6.21,6.28,3.85,4317.0,Ideal,I,VS2
0.32,61.5,56.0,4.39,4.42,2.71,758.0,Ideal,D,VS2
0.32,60.4,59.0,4.45,4.49,2.7,779.0,Ideal,E,VVS2
1.08,61.6,56.0,6.6,6.65,4.08,8347.0,Ideal,G,VVS1
0.56,62.0,56.0,5.28,5.3,3.28,1822.0,Ideal,G,VS1
1.53,61.9,54.0,7.43,7.5,1.53,8971.0,Ideal,I,SI1
0.5,62.2,55.0,5.09,5.14,3.18,1865.0,Ideal,G,VVS1
1.31,60.7,58.0,7.1,7.07,4.3,6137.0,Premium,J,VS2
0.36,60.3,58.0,4.6,4.65,2.79,600.0,Very Good,F,SI1
0.51,63.2,58.0,5.08,5.11,3.22,1872.0,Good,G,VVS1
0.42,61.7,55.0,4.78,4.81,2.96,916.0,Very Good,G,SI1
0.31,62.0,55.0,4.35,4.33,2.69,942.0,Ideal,D,VS2
0.72,62.8,57.0,5.74,5.7,3.59,2376.0,Ideal,H,VS2
0.5,63.4,57.0,5.1,5.06,3.22,1806.0,Very Good,G,VVS2
1.0,62.5,54.0,6.41,6.45,4.02,7223.0,Ideal,G,VS1
0.33,61.6,57.0,4.51,4.42,2.75,797.0,Premium,G,VS1
0.9,62.1,57.0,6.18,6.25,3.86,4523.0,Ideal,D,SI1
0.57,61.8,56.0,5.33,5.35,3.3,2739.0,Ideal,E,VVS1
0.34,62.0,56.0,4.47,4.5,2.78,626.0,Ideal,D,SI1
0.61,62.0,54.0,5.46,5.48,3.39,1368.0,Ideal,E,SI2
0.35,62.3,57.0,4.55,4.5,2.82,630.0,Ideal,H,SI1
1.02,61.4,58.0,6.47,6.5,3.98,4137.0,Very Good,J,SI1
0.8,62.2,57.0,5.98,5.95,3.71,3584.0,Ideal,E,VS2
0.73,62.7,58.0,5.76,5.7,3.59,2703.0,Premium,E,SI1
0.33,62.4,57.0,4.39,4.43,2.75,666.0,Very Good,F,VS2
0.55,60.8,58.0,5.32,5.29,3.22,1698.0,Premium,E,SI1
0.32,61.8,55.0,4.38,4.42,2.72,477.0,Ideal,D,SI2
1.05,63.4,57.0,6.48,6.45,4.1,4969.0,Very Good,H,VS1
0.7,59.1,59.0,5.77,5.83,3.43,2042.0,Premium,G,SI1
0.7,61.8,58.0,5.7,5.75,3.54,2343.0,Ideal,F,SI1
0.33,62.4,57.0,4.41,4.44,2.76,579.0,Ideal,I,VVS2
1.02,63.7,59.0,6.34,6.38,4.05,9728.0,Very Good,F,VVS2
1.28,63.0,56.0,6.9,7.03,4.39,6566.0,Very Good,F,SI1
1.2,61.0,58.0,6.83,6.88,4.18,6809.0,Very Good,E,SI1
1.0,60.7,62.0,6.36,6.4,3.87,8079.0,Good,F,VVS2
1.0,58.2,60.0,6.52,6.54,3.8,6958.0,Good,E,VS2
1.01,65.2,57.0,6.19,6.23,4.05,5700.0,Good,F,VS2
1.0,63.3,60.0,6.37,6.29,4.01,5600.0,Very Good,G,VS2
0.66,60.9,55.0,5.63,5.7,3.45,1780.0,Ideal,H,SI1
1.07,61.1,59.0,6.62,6.57,4.03,6324.0,Ideal,G,VS2
0.55,59.7,58.0,5.37,5.31,3.19,1698.0,Premium,F,VS2
1.09,61.3,60.0,6.67,6.61,4.07,7588.0,Premium,F,VS1
0.55,60.8,58.0,5.25,5.3,3.21,1838.0,Very Good,G,VVS1
0.27,62.1,57.0,4.1,4.15,2.56,486.0,Very Good,H,VVS2
0.35,61.3,56.0,4.55,4.58,2.8,807.0,Ideal,G,VS2
0.35,62.6,59.0,4.43,4.49,2.79,898.0,Very Good,G,IF
0.79,60.6,57.0,5.98,6.06,3.65,2793.0,Very Good,G,SI1
1.01,63.3,57.0,6.33,6.37,4.02,4692.0,Good,E,SI1
0.5,62.7,56.0,5.08,5.03,3.17,1987.0,Premium,F,VVS2
1.01,62.4,58.0,6.41,6.37,3.99,4497.0,Premium,F,SI2
1.5,59.9,62.0,7.4,7.37,4.42,10517.0,Premium,D,SI2
0.55,62.3,53.0,5.28,5.31,3.3,1754.0,Ideal,F,VS1
0.9,61.9,55.0,6.21,6.23,3.85,4011.0,Ideal,I,VVS2
1.02,62.7,59.0,6.36,6.44,4.01,4712.0,Very Good,D,SI2
0.3,61.7,57.0,4.3,4.32,2.66,1041.0,Ideal,D,VVS2
0.72,62.7,59.0,5.73,5.69,3.58,2782.0,Premium,D,SI1
0.95,60.7,59.0,6.3,6.36,3.84,4142.0,Premium,E,SI2
1.01,60.5,58.0,6.55,6.47,3.94,4327.0,Premium,G,SI2
0.39,61.2,56.0,4.7,4.75,2.89,987.0,Ideal,F,VVS2
1.02,63.4,56.0,6.36,6.42,4.05,3534.0,Good,J,SI2
1.15,61.7,58.0,6.76,6.69,4.15,6041.0,Premium,D,SI1
0.57,62.1,53.0,5.36,5.41,3.34,1942.0,Ideal,E,VS1
0.4,61.4,58.0,4.81,4.77,2.94,882.0,Premium,E,SI1
1.0,60.4,59.0,6.51,6.54,3.94,7744.0,Premium,E,VS1
0.33,60.9,58.0,4.47,4.43,2.71,1114.0,Premium,G,VVS1
0.23,63.8,56.0,3.94,3.9,2.5,428.0,Good,G,VVS2
0.6,60.8,60.0,5.39,5.44,3.29,1557.0,Very Good,H,VS2
1.14,60.1,60.0,6.79,6.83,4.09,11226.0,Ideal,F,VVS1
1.02,61.9,59.0,6.44,6.38,3.97,7389.0,Premium,F,VS1
0.59,62.1,55.0,5.35,5.4,3.34,1916.0,Ideal,G,VS1
0.71,62.9,58.0,5.66,5.62,3.55,2364.0,Premium,H,SI1
0.52,60.9,57.0,5.17,5.2,3.16,1689.0,Very Good,E,VS2
1.73,65.6,55.0,7.42,7.47,4.88,8703.0,Good,J,SI1
1.11,62.2,56.0,6.66,6.59,4.12,7459.0,Ideal,E,VS2
0.71,62.8,57.0,5.69,5.64,3.56,2801.0,Premium,F,VS2
0.6,61.9,55.0,5.43,5.46,3.37,1238.0,Ideal,H,SI2
1.23,61.9,55.0,6.94,6.88,4.28,5504.0,Premium,J,VS2
0.74,61.7,57.0,5.79,5.84,3.59,2468.0,Ideal,J,VS1
1.54,59.8,59.0,7.61,7.53,4.53,9659.0,Premium,I,VS2
0.52,62.4,59.0,5.15,5.05,3.18,1385.0,Premium,D,SI2
0.5,63.5,57.0,5.09,5.05,3.22,1257.0,Very Good,D,SI1
0.4,61.9,58.0,4.71,4.73,2.92,596.0,Ideal,H,SI2
0.32,62.7,56.0,4.39,4.42,2.76,524.0,Ideal,H,VS1
0.76,62.0,56.0,5.86,5.88,3.64,3927.0,Ideal,G,VVS2
0.55,61.14,56.0,5.28,5.22,3.26,1321.0,Premium,G,SI1
0.41,60.9,56.0,4.81,4.75,2.91,1243.0,Ideal,E,VVS2
0.3,62.9,57.0,4.29,4.26,2.69,675.0,Ideal,H,VS1
0.36,61.8,55.0,4.61,4.58,2.84,648.0,Ideal,I,VS2
0.24,63.4,57.0,3.91,3.95,2.49,478.0,Very Good,E,VVS1
1.0,63.9,58.0,6.36,6.28,4.03,3528.0,Good,H,SI2
1.5,62.4,59.0,7.29,7.32,4.56,11092.0,Premium,H,VS2
0.32,62.1,53.0,4.41,4.44,2.75,918.0,Ideal,G,IF
1.51,62.6,59.0,7.31,7.28,4.57,7292.0,Premium,I,SI2
1.0,60.6,63.0,6.42,6.45,3.9,6699.0,Very Good,G,VS1
1.26,62.2,58.0,6.88,6.92,4.29,6332.0,Ideal,J,VS1
0.23,62.3,56.0,3.95,4.01,2.48,530.0,Ideal,F,VVS2
0.58,63.2,58.0,5.36,5.28,3.36,1336.0,Very Good,G,VS2
1.0,63.2,60.0,6.27,6.3,3.97,3740.0,Good,H,SI2
0.32,62.4,58.0,4.36,4.33,2.71,648.0,Premium,H,VS2
1.02,62.7,57.0,6.47,6.44,4.05,6734.0,Ideal,F,VS2
0.36,62.8,57.0,4.52,4.55,2.85,821.0,Very Good,G,VVS1
1.4,62.25999999999999,60.0,7.1,7.16,4.42,7225.0,Premium,G,SI2
1.07,62.4,57.0,6.56,6.58,4.1,4419.0,Ideal,G,SI2
0.31,63.2,58.0,4.33,4.31,2.73,628.0,Very Good,H,VS2
0.44,61.3,57.0,4.98,4.91,3.03,1089.0,Ideal,H,VS1
0.9,61.2,58.0,6.27,6.25,3.83,6441.0,Premium,D,VS1
1.01,61.7,56.0,6.47,6.43,3.98,4260.0,Ideal,G,SI2
0.91,61.9,56.0,6.17,6.21,3.83,4386.0,Ideal,H,SI1
1.5,62.1,59.0,7.28,7.24,4.51,7500.0,Premium,H,SI2
0.3,63.2,59.0,4.27,4.28,2.7,684.0,Good,E,VVS2
0.3,61.5,57.0,4.31,4.34,2.66,605.0,Ideal,H,VVS2
0.83,61.8,55.0,6.01,6.06,3.73,4009.0,Ideal,F,SI1
0.91,62.0,58.0,6.15,6.2,3.83,5259.0,Premium,D,VS2
0.7,64.0,57.0,5.62,5.54,3.57,2441.0,Good,F,VS1
0.3,61.1,62.0,4.28,4.33,2.63,491.0,Very Good,G,VS2
0.7,62.3,60.0,5.65,5.61,3.51,2333.0,Premium,H,VS1
0.9,62.0,58.0,6.19,6.11,3.81,3617.0,Premium,J,VVS1
1.18,60.8,57.0,6.89,6.83,4.17,4885.0,Ideal,E,SI2
0.33,61.9,55.0,4.44,4.48,2.76,880.0,Ideal,F,VVS1
0.55,60.2,58.0,5.31,5.35,3.21,1410.0,Premium,F,SI1
0.52,61.6,54.0,5.21,5.24,3.22,1721.0,Ideal,G,VS1
1.2,62.3,57.0,6.78,6.76,4.22,6569.0,Very Good,H,SI1
0.31,61.8,54.0,4.34,4.36,2.69,464.0,Ideal,H,SI1
0.78,62.1,58.0,5.86,5.9,3.65,3146.0,Ideal,E,SI1
0.9,62.1,56.0,6.15,6.19,3.83,5540.0,Ideal,G,VS1
0.25,61.6,57.0,4.08,4.1,2.52,576.0,Ideal,E,VVS2
0.31,61.1,56.0,4.35,4.42,2.68,826.0,Very Good,D,VVS1
0.71,63.6,54.0,5.7,5.75,3.64,4289.0,Good,D,VS2
0.3,60.9,61.0,4.35,4.32,2.64,608.0,Premium,H,VS2
1.71,63.4,59.0,7.53,7.45,4.75,11389.0,Very Good,I,VS2
0.72,62.3,56.0,5.73,5.77,3.58,2819.0,Ideal,H,VS1
0.74,61.3,55.0,5.85,5.86,3.59,2852.0,Ideal,G,SI1
0.38,62.2,57.0,4.63,4.66,2.89,1067.0,Ideal,D,VS1
0.7,61.4,57.0,5.64,5.76,3.5,2240.0,Ideal,H,SI1
0.3,62.2,54.4,4.3,4.32,2.68,779.0,Ideal,E,VVS2
1.33,63.3,56.0,6.91,6.95,4.39,8163.0,Very Good,F,SI1
0.33,63.0,57.0,4.39,4.41,2.77,475.0,Very Good,H,SI1
0.32,62.0,57.0,4.42,4.38,2.73,972.0,Premium,D,VS2
1.18,59.7,54.0,6.99,6.92,4.15,6494.0,Ideal,I,VVS1
0.41,61.7,56.0,4.77,4.8,2.95,744.0,Ideal,D,SI1
1.43,63.5,56.0,7.24,7.09,4.55,9450.0,Very Good,D,SI1
1.0,60.1,57.0,6.42,6.35,3.84,6272.0,Premium,G,VS2
0.72,62.5,54.0,5.73,5.76,3.59,3330.0,Ideal,F,VS1
0.33,61.4,56.0,4.49,4.44,2.74,1040.0,Ideal,F,VVS2
0.59,59.5,58.0,5.49,5.57,3.29,2551.0,Ideal,G,IF
0.53,62.7,55.0,5.15,5.19,3.24,1308.0,Ideal,G,SI1
0.92,62.3,56.0,6.2,6.23,3.87,5779.0,Ideal,D,SI1
0.55,58.7,57.0,5.44,5.39,3.18,2331.0,Premium,D,VVS2
0.56,61.1,56.0,5.3,5.33,3.25,1963.0,Ideal,D,VS2
1.77,62.7,59.0,7.67,7.66,4.8,9664.0,Premium,G,SI2
0.32,61.9,54.0,4.43,4.46,2.75,841.0,Very Good,D,VVS2
1.51,63.5,60.0,7.23,7.29,4.61,7848.0,Good,J,VS1
0.46,62.0,58.0,4.98,4.95,3.08,1355.0,Premium,E,VS1
1.34,62.2,56.0,7.11,7.04,4.4,11640.0,Ideal,G,VVS1
0.55,62.5,56.0,5.26,5.23,3.28,2030.0,Ideal,E,VS2
1.2,60.0,58.0,6.93,6.91,4.15,5080.0,Premium,I,SI2
0.51,62.0,56.0,5.16,5.06,3.17,1781.0,Ideal,G,VS1
0.56,61.8,59.0,5.27,5.34,3.28,1819.0,Premium,E,VS2
0.4,62.9,58.0,4.71,4.74,2.97,707.0,Very Good,E,SI1
0.9,59.8,56.0,6.27,6.24,3.74,3105.0,Ideal,J,VS2
0.33,62.0,58.0,4.44,4.46,2.76,694.0,Very Good,I,IF
0.7,60.5,59.0,5.67,5.73,3.45,2150.0,Premium,J,IF
1.01,66.3,55.0,6.22,6.17,4.11,4118.0,Fair,D,SI1
1.22,61.4,58.0,6.85,6.87,4.21,6201.0,Ideal,J,VS1
1.11,62.4,58.0,6.65,6.61,4.14,5750.0,Premium,G,SI1
1.5,61.2,63.0,7.33,7.41,4.51,9028.0,Good,F,SI2
0.38,61.4,57.0,4.67,4.64,2.86,838.0,Ideal,E,SI1
1.05,62.4,56.0,6.49,6.52,4.06,8982.0,Ideal,E,VVS2
0.53,61.7,55.0,5.22,5.18,3.21,1727.0,Ideal,G,VS1
1.09,59.9,56.0,6.59,6.73,3.99,5783.0,Very Good,G,VS2
1.04,62.8,59.0,6.47,6.42,4.05,3564.0,Premium,G,SI2
0.82,59.5,62.0,6.13,6.07,3.63,2499.0,Premium,H,SI2
1.01,62.4,60.0,6.35,6.32,3.95,5002.0,Premium,E,SI1
1.06,61.0,57.0,6.64,6.55,4.02,11195.0,Ideal,F,IF
1.29,63.3,61.0,6.84,6.8,4.32,4937.0,Very Good,G,SI2
0.39,62.0,54.5,4.67,4.7,2.9,687.0,Ideal,J,VVS2
0.31,62.6,56.0,4.36,4.33,2.72,732.0,Ideal,D,SI1
1.51,62.8,59.0,7.17,7.2,4.51,7418.0,Good,J,VS2
0.71,61.9,56.0,5.73,5.76,3.55,3007.0,Ideal,G,SI1
1.31,60.8,56.0,7.12,7.08,4.32,7519.0,Ideal,H,SI1
0.3,61.1,57.0,4.31,4.33,2.64,957.0,Ideal,E,IF
0.56,62.2,55.0,5.27,5.31,3.29,1819.0,Ideal,G,VS1
0.5,60.6,55.0,5.13,5.17,3.12,1710.0,Ideal,H,VVS1
1.2,61.7,56.0,6.87,6.79,4.21,4744.0,Ideal,J,SI2
0.51,63.8,56.0,5.07,5.09,3.24,1180.0,Good,D,SI2
0.7,63.1,54.0,5.61,5.67,3.56,2129.0,Very Good,I,VS1
1.0,63.5,54.0,6.35,6.41,4.05,4400.0,Good,E,SI2
0.9,61.4,60.0,6.13,6.08,3.75,3387.0,Premium,H,SI1
1.57,62.0,55.6,7.43,7.47,4.62,8035.0,Ideal,J,SI1
0.54,61.0,54.0,5.28,5.3,3.23,2231.0,Ideal,F,VVS2
0.58,61.2,56.0,5.41,5.39,3.3,1755.0,Ideal,H,VS2
1.04,61.3,59.0,6.5,6.46,3.97,4141.0,Premium,I,SI2
0.38,60.7,56.0,4.69,4.73,2.86,680.0,Ideal,E,SI1
0.7,62.7,55.0,5.68,5.74,3.58,2774.0,Ideal,E,SI1
0.42,60.2,59.0,4.8,4.87,2.91,1400.0,Premium,G,IF
0.91,59.6,59.0,6.29,6.32,3.76,2464.0,Premium,E,I1
0.51,62.4,58.0,5.09,5.13,3.19,1925.0,Premium,G,VVS1
0.32,61.0,56.0,4.43,4.45,2.71,580.0,Ideal,H,VS1
0.52,61.4,57.0,5.17,5.21,3.19,1151.0,Ideal,J,VS2
1.02,60.5,57.0,6.51,6.55,3.95,6356.0,Ideal,G,VS2
0.5,60.0,55.0,5.2,5.23,3.13,1148.0,Very Good,H,SI1
0.59,61.4,56.0,5.33,5.42,3.3,1755.0,Ideal,E,VS2
1.5,59.1,64.0,7.32,7.43,4.36,6687.0,Good,J,SI1
0.3,62.0,58.0,4.25,4.3,2.65,473.0,Very Good,I,VS1
0.24,63.1,55.0,3.96,4.0,2.51,485.0,Very Good,E,VVS1
1.5,58.9,61.0,7.43,7.5,4.4,11179.0,Good,E,SI1
1.01,61.9,58.0,6.45,6.41,3.98,3054.0,Premium,I,SI2
1.2,61.9,56.0,6.78,6.82,4.21,6578.0,Ideal,H,SI1
1.5,60.2,63.0,7.38,7.33,4.43,7140.0,Very Good,I,SI1
1.0,62.1,57.0,6.42,6.37,3.97,6612.0,Ideal,G,VS2
0.39,60.9,58.0,4.72,4.77,2.89,793.0,Very Good,E,VS2
1.25,62.4,57.0,6.86,6.92,4.3,5252.0,Ideal,J,SI1
0.24,62.8,58.0,3.92,3.95,2.47,478.0,Very Good,E,VVS2
0.71,60.4,56.0,5.79,5.83,3.51,2516.0,Ideal,D,SI2
0.3,61.7,61.0,4.29,4.33,2.66,421.0,Very Good,E,SI2
0.72,64.0,57.0,5.67,5.71,3.64,2066.0,Very Good,J,VS1
0.48,62.0,54.0,5.04,5.06,3.13,841.0,Ideal,G,SI2
1.07,61.7,57.0,6.61,6.55,4.06,10288.0,Ideal,E,VVS2
0.3,62.6,58.0,4.22,4.28,2.66,421.0,Very Good,H,SI1
1.24,62.1,55.0,6.91,6.87,4.28,5889.0,Premium,I,VS2
0.35,61.3,54.0,4.51,4.56,2.78,472.0,Ideal,I,SI1
0.31,61.2,55.0,4.39,4.37,2.68,942.0,Ideal,D,VS2
1.06,58.4,61.0,6.73,6.69,3.92,5535.0,Premium,F,SI1
0.5,62.3,56.0,5.06,5.12,3.17,1410.0,Ideal,E,SI1
0.4,61.4,56.0,4.76,4.79,2.93,1240.0,Ideal,I,VVS2
0.4,62.0,56.0,4.74,4.77,2.95,807.0,Ideal,I,VVS2
0.36,60.8,59.0,4.56,4.59,2.78,631.0,Very Good,E,SI1
0.7,61.6,55.0,5.72,5.75,3.53,3073.0,Ideal,G,VVS1
0.66,60.9,57.0,5.63,5.65,3.43,1841.0,Very Good,H,VS2
1.5,61.5,58.0,7.38,7.2,4.5,4032.0,Premium,E,I1
0.27,61.0,55.0,4.18,4.2,2.56,577.0,Ideal,E,VS2
0.3,61.9,59.0,4.26,4.29,2.64,868.0,Premium,F,VVS1
1.27,60.6,57.0,7.07,7.0,4.26,6785.0,Ideal,H,SI1
0.3,63.0,55.0,4.29,4.28,2.7,673.0,Ideal,F,VS2
0.35,62.1,58.0,4.51,4.54,2.81,644.0,Premium,D,SI1
1.26,62.0,58.0,6.9,6.87,4.27,6068.0,Premium,I,SI1
0.51,61.3,56.0,5.16,5.19,3.17,1902.0,Ideal,G,VVS2
0.8,60.1,57.0,6.03,5.98,3.61,2227.0,Premium,J,SI1
1.24,61.9,56.0,6.95,6.88,4.28,5125.0,Ideal,J,SI1
0.27,61.5,56.0,4.15,4.18,2.56,586.0,Ideal,D,VVS2
1.02,61.9,57.0,6.5,6.4,3.99,5171.0,Premium,H,VS2
1.08,61.8,57.0,6.55,6.59,4.06,9041.0,Ideal,H,VVS1
0.72,61.1,56.0,5.78,5.81,3.54,3601.0,Ideal,E,VS2
1.2,62.4,59.0,6.72,6.68,4.18,5592.0,Premium,H,SI1
0.31,63.6,54.0,4.28,4.33,2.74,583.0,Good,F,VS2
0.3,62.9,57.0,4.31,4.28,2.7,776.0,Ideal,G,VS1
0.31,62.8,57.0,4.32,4.28,2.7,628.0,Ideal,I,VS1
0.35,61.2,56.0,4.55,4.53,2.78,1063.0,Ideal,E,VS1
1.21,60.1,55.0,6.91,7.01,4.18,8711.0,Very Good,F,VS2
0.34,61.2,58.0,4.51,4.48,2.75,862.0,Premium,H,VVS1
0.41,61.0,57.0,4.82,4.78,2.93,1230.0,Ideal,D,VS1
0.35,61.0,56.0,4.53,4.58,2.78,1065.0,Ideal,D,VS1
0.35,61.2,56.0,4.53,4.56,2.78,571.0,Ideal,H,VS2
1.02,62.6,59.0,6.43,6.39,4.01,6087.0,Premium,G,VS2
1.53,63.1,56.0,7.32,7.26,4.6,7797.0,Very Good,I,SI1
0.32,63.0,58.0,4.4,4.36,2.76,756.0,Premium,D,SI1
0.55,60.1,59.0,5.36,5.29,3.2,1735.0,Premium,E,VS2
0.56,62.3,56.0,5.26,5.33,3.3,1723.0,Ideal,D,SI1
1.13,61.5,57.0,6.67,6.71,4.12,8889.0,Ideal,G,VVS2
0.32,62.0,57.0,4.41,4.37,2.72,900.0,Ideal,E,VS2
0.33,61.4,58.0,4.5,4.46,2.75,572.0,Premium,I,SI1
0.55,59.1,59.0,5.36,5.4,3.18,1370.0,Very Good,F,SI1
1.07,61.7,58.0,6.54,6.56,4.04,5304.0,Very Good,E,SI2
0.3,62.2,58.0,4.31,4.28,2.67,776.0,Premium,F,VS2
0.78,61.5,56.0,5.94,5.97,3.66,2706.0,Ideal,G,SI2
1.51,61.739999999999995,60.0,7.33,7.35,4.42,11435.0,Premium,H,VS2
0.7,63.2,55.0,5.63,5.57,3.54,1968.0,Very Good,J,VVS2
0.31,62.8,54.0,4.32,4.34,2.72,692.0,Ideal,D,VS2
1.11,62.4,57.0,6.57,6.6,4.11,4497.0,Ideal,J,SI1
1.01,62.0,56.0,6.43,6.35,4.01,9483.0,Ideal,E,VVS2
0.55,60.6,56.0,5.3,5.33,3.22,1551.0,Ideal,E,SI1
0.58,60.1,55.0,5.42,5.56,3.3,1742.0,Ideal,E,SI1
0.24,61.8,54.0,4.01,4.02,2.48,490.0,Ideal,G,VS1
0.4,59.7,59.0,4.83,4.79,2.87,810.0,Premium,J,VS1
0.8,63.2,60.1,5.77,5.85,3.67,3283.0,Good,G,VS1
1.21,60.6,56.0,6.97,6.89,4.2,5556.0,Premium,I,SI1
1.11,64.4,58.0,6.55,6.5,4.2,3730.0,Fair,H,SI2
0.36,61.5,54.0,4.6,4.63,2.84,571.0,Ideal,G,SI1
0.31,60.5,57.0,4.36,4.4,2.65,408.0,Ideal,G,SI2
0.46,61.7,59.0,4.96,4.93,3.05,1437.0,Premium,E,VS1
0.8,63.0,57.0,5.89,5.95,3.73,3005.0,Very Good,H,SI1
1.01,62.4,59.0,6.39,6.34,3.97,4327.0,Premium,G,SI2
1.09,61.3,58.0,6.64,6.6,4.06,10065.0,Premium,G,IF
0.27,62.2,56.0,4.12,4.15,2.57,449.0,Ideal,H,VS1
0.42,61.6,60.0,4.85,4.8,2.97,1029.0,Premium,G,VVS2
1.0,64.7,59.0,6.22,6.15,4.0,4829.0,Fair,F,VS2
1.52,59.8,62.0,7.41,7.47,4.45,7866.0,Very Good,I,SI2
0.41,61.4,56.0,4.8,4.77,2.94,1115.0,Ideal,H,VVS1
0.45,61.2,56.0,4.91,4.96,3.02,1135.0,Ideal,G,VVS2
0.44,61.9,55.0,4.89,4.86,3.02,1073.0,Ideal,E,VS2
1.26,61.7,58.0,6.95,6.9,4.27,6476.0,Ideal,H,SI1
1.25,62.0,57.0,6.92,6.85,4.27,5355.0,Ideal,I,SI2
0.7,62.0,57.0,5.68,5.74,3.54,3160.0,Ideal,F,VVS2
0.41,62.6,57.0,4.77,4.72,2.97,841.0,Ideal,D,SI2
1.0,61.7,55.0,6.38,6.42,3.95,9324.0,Very Good,E,VVS2
1.18,58.7,60.0,7.01,6.93,4.09,4956.0,Premium,H,SI2
0.3,61.1,56.0,4.33,4.38,2.66,814.0,Ideal,F,VVS1
0.32,62.5,56.0,4.38,4.36,2.73,828.0,Ideal,F,VS2
0.35,61.5,57.0,4.55,4.52,2.79,1247.0,Ideal,D,VVS1
0.52,61.7,55.0,5.15,5.17,3.19,1659.0,Very Good,H,VS1
0.5,62.5,57.0,5.04,5.01,3.14,1000.0,Premium,G,SI2
0.7,64.0,57.0,5.63,5.58,3.59,2121.0,Good,G,SI1
0.36,60.3,56.0,4.65,4.61,2.79,851.0,Ideal,D,SI1
1.52,62.3,58.0,7.32,7.28,4.55,10051.0,Very Good,I,VS2
