carat,depth,table,x,y,z,price,cut,color,clarity
1.02,62.0,56.0,6.42,6.45,3.99,4485.0,Ideal,J,VS2
1.03,58.4,60.0,6.6,6.58,3.85,3288.0,Premium,I,SI1
1.26,59.6,57.0,7.08,7.04,4.21,6738.0,Ideal,G,SI1
1.22,59.9,61.0,6.88,6.91,4.13,8533.0,Good,G,VS2
1.06,62.0,56.0,6.52,6.55,4.05,5159.0,Ideal,G,SI1
1.54,61.15999999999999,58.0,7.36,7.47,4.53,8893.0,Very Good,F,SI2
0.36,61.8,55.0,4.58,4.61,2.84,505.0,Ideal,I,VS2
0.57,61.0,55.0,5.38,5.41,3.29,1779.0,Ideal,I,IF
1.52,60.2,60.0,7.4,7.46,4.47,8737.0,Premium,D,SI2
1.2,62.7,58.0,6.74,6.72,4.22,6973.0,Very Good,F,SI1
1.28,61.9,56.0,7.13,7.0,4.37,5290.0,Premium,J,SI1
0.32,61.9,59.0,4.35,4.38,2.7,393.0,Premium,J,VS2
0.51,62.2,58.0,5.08,5.11,3.17,1398.0,Very Good,D,SI1
0.42,62.2,55.0,4.79,4.83,2.99,958.0,Ideal,E,VS2
0.78,61.7,54.0,5.93,5.97,3.67,2485.0,Ideal,G,SI2
1.06,62.1,55.0,6.57,6.54,4.07,3609.0,Ideal,F,I1
0.73,61.0,58.0,5.76,5.84,3.54,2496.0,Premium,H,VS2
1.01,63.4,58.0,6.32,6.37,4.02,5684.0,Very Good,E,SI1
0.51,61.8,57.0,5.11,5.14,3.16,1573.0,Ideal,H,VS1
0.41,63.2,58.0,4.68,4.72,2.97,638.0,Good,E,SI2
1.07,60.4,58.0,6.61,6.66,4.01,6441.0,Very Good,E,VS2
1.53,61.6,58.0,7.37,7.4,4.55,9155.0,Premium,J,VVS1
0.8,62.9,60.0,5.87,5.89,3.7,3146.0,Very Good,E,SI1
0.7,62.3,53.0,5.69,5.73,3.56,2907.0,Ideal,F,VS2
0.77,62.3,57.0,5.88,5.91,3.67,2689.0,Ideal,E,SI2
1.2,61.8,56.0,6.8,6.77,4.19,5510.0,Ideal,I,SI1
0.83,59.7,53.0,6.14,6.23,3.69,7889.0,Very Good,D,IF
0.53,61.5,56.0,5.18,5.21,3.19,1044.0,Very Good,J,SI1
1.2,61.9,56.0,6.85,6.82,4.23,3570.0,Ideal,I,I1
1.22,62.0,58.0,6.9,6.85,4.26,10111.0,Premium,G,VVS2
0.3,61.6,56.0,4.34,4.36,2.68,863.0,Ideal,G,IF
0.42,60.6,56.0,4.83,4.87,2.94,921.0,Ideal,F,VS1
0.38,62.2,56.0,4.62,4.64,2.88,766.0,Ideal,G,VS2
1.78,61.0,61.0,7.88,7.82,4.79,10666.0,Premium,H,SI2
0.7,62.4,56.0,5.63,5.69,3.53,2573.0,Very Good,F,SI1
0.3,62.1,55.0,4.32,4.35,2.69,665.0,Ideal,G,VVS2
1.6,61.2,58.0,7.59,7.5,4.62,9229.0,Premium,E,SI1
0.41,61.8,58.0,4.75,4.73,2.93,1153.0,Premium,E,VS1
0.33,61.5,57.0,4.49,4.46,2.75,572.0,Ideal,I,SI1
0.7,61.8,56.0,5.69,5.72,3.53,2691.0,Ideal,H,VS1
0.31,61.8,57.0,4.38,4.36,2.7,942.0,Ideal,D,VS2
0.23,61.2,58.0,3.96,3.98,2.43,530.0,Very Good,F,VVS2
0.82,63.6,58.9,5.88,5.93,3.76,2583.0,Very Good,I,VS1
1.13,63.1,58.0,6.65,6.59,4.18,5526.0,Very Good,G,SI1
1.01,64.2,55.0,6.28,6.34,4.05,4475.0,Very Good,I,SI1
0.41,61.6,58.0,4.8,4.74,2.94,1076.0,Premium,G,VVS2
1.02,60.6,56.0,6.56,6.52,3.96,6333.0,Ideal,G,VS2
0.28,62.1,55.0,4.22,4.25,2.63,490.0,Ideal,G,VS1
0.42,62.0,58.0,4.79,4.82,2.98,1068.0,Premium,H,VVS1
1.01,64.0,58.0,6.37,6.31,4.06,4191.0,Good,H,SI1
1.1,59.8,54.0,6.74,6.77,4.04,10701.0,Very Good,F,VVS1
1.01,63.3,59.0,6.24,6.31,3.97,4781.0,Good,G,SI1
0.52,60.7,58.0,5.23,5.18,3.16,1376.0,Premium,D,SI1
0.7,60.9,59.0,5.67,5.76,3.48,2537.0,Very Good,E,SI1
1.05,59.1,57.0,6.73,6.63,3.95,4510.0,Premium,G,SI1
0.32,63.1,55.0,4.33,4.36,2.74,505.0,Good,H,VS2
0.38,60.9,60.0,4.62,4.67,2.83,700.0,Premium,H,VS2
1.0,63.3,56.0,6.38,6.35,4.03,4704.0,Very Good,D,SI2
0.31,62.4,56.0,4.34,4.38,2.72,766.0,Ideal,D,VVS2
0.5,61.4,58.0,5.17,5.09,3.15,1155.0,Premium,E,SI1
1.27,62.3,56.0,6.91,6.86,4.29,3328.0,Ideal,I,I1
1.11,61.9,54.0,6.63,6.68,4.12,9870.0,Ideal,D,VS1
1.37,59.6,57.0,7.28,7.22,4.32,11649.0,Ideal,F,VS1
0.31,60.7,60.0,4.39,4.34,2.65,523.0,Premium,J,VS1
1.25,60.2,58.0,6.97,7.04,4.22,11589.0,Very Good,G,VVS1
0.55,60.8,56.0,5.31,5.34,3.24,3468.0,Ideal,D,VVS2
0.9,62.0,58.0,6.11,6.12,3.79,3324.0,Very Good,H,SI2
0.7,61.4,59.0,5.64,5.73,3.49,2780.0,Ideal,G,VS1
1.05,62.1,56.0,6.54,6.59,4.08,7955.0,Ideal,F,VS1
0.9,61.9,59.0,6.18,6.16,3.82,2316.0,Premium,F,I1
1.3,62.2,56.0,6.98,6.94,4.33,9275.0,Ideal,D,SI1
1.26,61.4,56.0,7.01,6.97,4.29,7691.0,Ideal,H,VS1
0.68,60.0,60.8,5.67,5.71,3.41,2516.0,Good,F,VS1
0.54,59.7,59.0,5.36,5.3,3.18,1369.0,Premium,F,SI1
1.63,61.7,58.0,7.54,7.51,4.64,9730.0,Premium,I,SI1
0.32,60.3,57.0,4.43,4.46,2.68,561.0,Ideal,G,VS2
0.53,62.1,57.0,5.21,5.16,3.22,1908.0,Ideal,F,VS1
1.05,61.9,57.0,6.47,6.51,4.03,6562.0,Ideal,G,VS2
1.0,59.1,62.0,6.42,6.45,3.8,6369.0,Good,G,VS2
0.56,60.1,58.0,5.4,5.35,3.23,1585.0,Premium,H,VS1
0.43,62.4,56.0,4.81,4.83,3.01,716.0,Ideal,H,SI1
1.01,61.9,57.0,6.36,6.41,3.95,4432.0,Very Good,H,SI1
1.52,60.2,58.0,7.44,7.37,4.46,10180.0,Premium,E,SI1
1.08,63.8,59.0,6.47,6.39,4.1,5927.0,Good,D,SI1
0.9,63.1,60.0,6.09,6.14,3.86,3024.0,Good,H,SI2
1.01,62.8,59.0,6.37,6.43,4.02,9474.0,Very Good,F,VVS1
0.72,64.1,57.0,5.64,5.71,3.64,2254.0,Good,D,SI2
1.37,61.5,55.0,7.18,7.2,4.42,7346.0,Ideal,I,VS2
0.77,61.3,58.0,5.84,5.91,3.6,2001.0,Very Good,J,SI2
1.54,62.4,59.0,7.36,7.38,4.6,9215.0,Premium,J,VVS1
1.02,60.9,56.0,6.54,6.49,3.97,9870.0,Ideal,F,VVS2
1.01,63.1,58.0,6.34,6.38,4.01,4004.0,Good,F,SI2
0.51,60.9,60.0,5.19,5.16,3.15,1202.0,Premium,H,VS2
0.33,62.6,58.0,4.34,4.42,2.74,463.0,Very Good,I,VS2
0.3,62.5,54.0,4.3,4.3,2.7,567.0,Ideal,H,VVS2
1.25,61.3,56.0,6.95,6.98,4.28,10996.0,Ideal,G,VVS1
0.51,62.4,58.0,5.07,5.13,3.18,1220.0,Premium,G,SI1
0.51,62.2,56.0,5.08,5.12,3.17,984.0,Ideal,I,SI1
0.43,61.2,60.0,4.84,4.8,2.95,993.0,Premium,D,SI1
0.7,60.8,58.0,5.7,5.74,3.48,2673.0,Premium,E,VS2
0.32,62.2,55.0,4.37,4.38,2.72,702.0,Ideal,E,VS2
0.7,63.4,58.0,5.63,5.57,3.55,2338.0,Very Good,G,VS2
0.37,60.8,57.0,4.66,4.61,2.82,833.0,Ideal,G,VS2
1.01,62.3,59.0,6.38,6.4,3.98,4969.0,Premium,F,SI1
0.33,60.6,60.0,4.48,4.43,2.7,928.0,Premium,E,VS2
1.2,63.3,55.0,6.73,6.77,4.27,5544.0,Good,E,SI2
1.0,62.7,62.0,6.32,6.27,3.95,3918.0,Premium,I,VS2
1.27,61.4,59.0,6.98,6.94,4.27,5249.0,Premium,I,SI2
0.7,58.8,56.0,5.79,5.84,3.42,2473.0,Very Good,E,VS2
0.53,61.9,56.0,5.21,5.19,3.22,1813.0,Ideal,G,VS1
0.44,61.6,56.0,4.9,4.93,3.03,838.0,Ideal,D,SI1
0.3,62.5,56.0,4.28,4.3,2.68,658.0,Ideal,E,VS2
1.07,62.2,55.0,6.54,6.58,4.08,5325.0,Ideal,E,SI2
0.77,61.8,58.0,5.84,5.81,3.6,3291.0,Premium,D,VS2
1.11,61.480000000000004,58.0,6.63,6.59,4.09,4960.0,Premium,H,SI1
0.52,61.0,56.0,5.18,5.24,3.18,1911.0,Ideal,G,VVS2
0.32,62.0,55.0,4.39,4.42,2.73,730.0,Very Good,G,VVS2
1.12,60.9,57.0,6.79,6.68,4.1,9126.0,Premium,G,IF
0.23,61.6,59.0,3.96,4.0,2.45,402.0,Very Good,F,VS2
1.04,61.0,60.0,6.57,6.52,3.99,4240.0,Premium,E,SI2
0.4,60.9,57.0,4.8,4.76,2.91,1200.0,Premium,G,VVS1
0.57,65.2,56.2,5.19,5.23,3.4,1902.0,Fair,F,VVS2
0.41,61.0,57.0,4.81,4.79,2.93,1431.0,Ideal,G,IF
0.31,61.0,56.0,4.37,4.39,2.67,924.0,Ideal,G,IF
0.9,62.0,57.0,6.16,6.1,3.8,4082.0,Premium,H,VS2
0.51,61.48,57.0,5.18,5.21,3.16,1769.0,Ideal,D,VS2
0.31,61.1,56.0,4.4,4.42,2.69,421.0,Ideal,H,SI2
0.3,61.4,56.0,4.34,4.32,2.66,945.0,Ideal,G,VVS1
0.7,60.3,56.0,5.77,5.73,3.47,2423.0,Ideal,D,SI2
0.32,61.4,58.0,4.4,4.36,2.69,828.0,Premium,G,VS1
0.91,64.5,60.0,6.04,5.96,3.87,3119.0,Fair,E,SI2
0.7,63.1,56.0,5.64,5.67,3.57,3073.0,Very Good,G,VVS1
1.25,60.7,58.0,7.04,6.99,4.26,5027.0,Premium,H,SI1
1.21,62.4,60.0,6.77,6.73,4.21,4310.0,Premium,F,SI2
0.58,62.3,54.0,5.36,5.39,3.35,1401.0,Ideal,F,SI1
0.4,60.4,58.0,4.75,4.79,2.88,868.0,Very Good,F,VS1
0.57,61.3,56.0,5.36,5.38,3.29,1554.0,Ideal,H,VS1
1.02,62.5,58.0,6.46,6.41,4.02,6416.0,Premium,G,VS2
0.3,62.9,57.0,4.32,4.27,2.7,675.0,Ideal,E,SI1
0.91,62.2,60.0,6.21,6.13,3.84,4676.0,Premium,E,VS2
0.31,61.4,56.0,4.38,4.41,2.7,891.0,Ideal,G,IF
0.73,62.4,57.0,5.75,5.79,3.6,3201.0,Ideal,E,VS2
0.54,61.1,57.0,5.24,5.26,3.21,1825.0,Ideal,E,VS2
1.26,61.1,57.0,7.02,6.98,4.28,10787.0,Ideal,G,VVS1
0.41,62.0,56.0,4.74,4.78,2.95,899.0,Ideal,H,VVS2
0.73,62.5,58.0,5.74,5.82,3.61,1298.0,Very Good,G,I1
1.01,65.3,58.0,6.29,6.24,4.09,6366.0,Fair,D,VS2
1.04,62.0,59.0,6.49,6.47,4.02,3669.0,Premium,J,SI2
0.4,62.6,55.0,4.67,4.71,2.93,947.0,Ideal,E,VS1
1.19,57.4,60.0,6.9,7.0,3.99,6937.0,Good,E,VS2
0.9,63.0,61.0,6.14,6.05,3.84,3810.0,Premium,H,VS2
0.26,60.4,56.0,4.14,4.16,2.51,499.0,Very Good,F,VS1
0.3,62.5,56.0,4.27,4.3,2.68,432.0,Very Good,G,SI1
1.23,61.8,55.0,6.87,6.91,4.26,5820.0,Ideal,I,SI2
0.41,60.6,57.0,4.84,4.79,2.92,1076.0,Ideal,F,VS1
0.41,62.2,57.0,4.7,4.76,2.94,791.0,Ideal,D,SI1
1.03,62.3,57.0,6.51,6.43,4.03,6146.0,Premium,G,VS2
0.47,61.9,59.0,4.99,4.96,3.08,867.0,Premium,J,SI2
1.2,63.7,52.0,6.72,6.68,4.27,6344.0,Good,D,SI2
1.02,63.8,59.0,6.34,6.27,4.02,6080.0,Good,G,VS2
1.03,61.6,57.0,6.48,6.51,4.0,7876.0,Ideal,G,VVS2
1.21,61.4,56.0,6.84,6.9,4.22,8824.0,Ideal,G,VS1
1.01,60.7,61.0,6.47,6.39,3.9,4921.0,Premium,H,VS2
1.05,62.5,56.0,6.48,6.54,4.07,7037.0,Ideal,G,VS1
0.72,61.6,55.0,5.76,5.78,3.55,2312.0,Ideal,I,VS2
0.52,62.0,55.4,5.16,5.21,3.21,1575.0,Ideal,H,VS1
1.04,62.4,54.0,6.49,6.53,4.06,5044.0,Ideal,G,SI2
0.32,62.0,55.0,4.42,4.38,2.73,972.0,Ideal,D,VS2
1.16,62.1,57.0,6.7,6.73,4.17,6954.0,Ideal,H,VS2
0.32,61.3,59.0,4.39,4.35,2.68,900.0,Premium,E,VS2
0.36,62.0,54.0,4.58,4.61,2.85,587.0,Ideal,I,VS1
0.39,62.9,58.0,4.62,4.66,2.92,1232.0,Very Good,D,VVS2
0.3,61.1,59.0,4.29,4.32,2.63,737.0,Premium,F,VVS2
0.51,62.2,58.0,5.11,5.09,3.17,1662.0,Premium,G,VS1
0.31,63.1,54.0,4.31,4.34,2.73,435.0,Good,I,VS2
0.3,62.7,59.0,4.24,4.28,2.67,394.0,Very Good,J,VS1
0.3,60.7,59.0,4.34,4.33,2.63,950.0,Premium,D,VVS2
1.03,61.5,57.0,6.47,6.52,3.99,9691.0,Ideal,G,VVS1
0.34,62.4,57.0,4.46,4.48,2.79,517.0,Ideal,G,VS2
0.73,61.3,56.0,5.8,5.84,3.57,2756.0,Ideal,I,VS2
1.03,62.0,57.0,6.45,6.48,4.0,7119.0,Ideal,G,VS1
1.01,62.31999999999999,56.0,6.4,6.34,3.99,4872.0,Ideal,D,SI2
1.0,62.7,60.0,6.34,6.32,3.97,9050.0,Premium,E,VVS2
0.33,62.9,56.0,4.41,4.43,2.78,492.0,Very Good,D,SI2
0.57,61.8,56.0,5.3,5.35,3.29,1608.0,Ideal,G,VS2
0.41,62.4,58.0,4.76,4.7,2.95,1192.0,Premium,F,VVS2
1.51,59.6,60.0,7.5,7.41,4.44,10655.0,Premium,H,VS1
1.0,63.7,55.0,6.35,6.4,4.06,5413.0,Very Good,E,SI1
0.31,61.8,56.0,4.36,4.31,2.68,907.0,Ideal,G,VVS2
0.41,61.6,55.0,4.78,4.8,2.95,791.0,Ideal,D,SI1
1.12,61.1,59.0,6.66,6.69,4.08,4373.0,Premium,I,SI1
0.72,62.0,56.0,5.73,5.76,3.56,2962.0,Ideal,E,VS2
0.4,60.1,59.0,4.76,4.82,2.88,737.0,Premium,E,SI1
1.09,62.5,59.0,6.54,6.57,4.1,6827.0,Very Good,G,VS1
0.71,61.1,56.0,5.75,5.78,3.52,3404.0,Ideal,F,VS1
1.32,62.2,58.0,6.99,7.04,4.36,6171.0,Premium,I,SI1
1.04,63.8,57.0,6.4,6.43,4.09,7049.0,Good,G,VS1
0.39,62.8,58.0,4.66,4.61,2.91,921.0,Premium,J,VVS1
0.71,63.3,59.0,5.62,5.66,3.57,2922.0,Very Good,E,VS2
0.52,61.8,57.0,5.16,5.2,3.2,1822.0,Ideal,D,VS2
0.63,62.8,57.0,5.46,5.49,3.44,1939.0,Very Good,D,SI1
1.25,62.0,58.0,6.96,6.87,4.29,7389.0,Premium,G,VVS1
0.32,63.1,58.0,4.36,4.33,2.74,591.0,Very Good,H,SI1
1.04,61.9,58.0,6.47,6.51,4.02,4973.0,Ideal,G,SI2
0.51,61.7,55.0,5.13,5.17,3.18,1728.0,Ideal,F,VS1
0.81,62.9,58.0,5.94,5.88,3.72,3193.0,Premium,G,VS2
1.2,60.3,57.0,6.88,6.95,4.17,4514.0,Very Good,I,SI2
0.84,59.7,59.0,6.16,6.13,3.67,4318.0,Premium,E,VS1
0.55,61.2,56.4,5.28,5.33,3.25,1975.0,Very Good,F,VS1
0.3,62.9,57.0,4.31,4.28,2.7,540.0,Ideal,H,SI1
0.3,63.0,54.0,4.3,4.27,2.7,878.0,Ideal,H,VVS1
1.57,61.4,56.0,7.52,7.44,4.59,10550.0,Ideal,E,SI2
0.32,62.3,55.0,4.38,4.41,2.73,544.0,Very Good,G,VS2
0.7,59.6,59.0,5.83,5.78,3.46,2717.0,Premium,H,VVS2
0.54,60.2,59.0,5.27,5.3,3.18,2198.0,Very Good,F,VVS2
0.31,62.7,57.0,4.31,4.36,2.72,500.0,Very Good,F,VS2
0.32,62.4,56.0,4.37,4.38,2.73,679.0,Ideal,G,VS1
0.31,62.0,59.0,4.3,4.34,2.68,789.0,Premium,E,VVS1
0.6,62.2,55.0,5.36,5.44,3.36,2533.0,Ideal,G,IF
1.13,60.3,58.0,6.78,6.86,4.11,5052.0,Very Good,E,SI2
0.43,62.2,55.0,4.85,4.83,3.01,1250.0,Ideal,F,VVS2
0.73,62.8,57.0,5.77,5.72,3.61,2330.0,Ideal,H,SI1
1.0,62.9,61.0,6.3,6.23,3.94,3450.0,Premium,E,SI2
0.27,61.8,57.0,4.12,4.16,2.56,622.0,Ideal,E,VVS2
0.74,62.1,56.0,5.77,5.83,3.6,2870.0,Ideal,H,SI1
1.51,62.2,60.0,7.3,7.23,4.52,8794.0,Premium,I,SI1
0.71,60.9,55.0,5.76,5.87,3.54,1986.0,Very Good,J,SI2
0.85,62.0,55.0,6.08,6.14,3.78,4293.0,Very Good,F,VS1
0.62,59.2,59.1,5.55,5.6,3.3,2311.0,Very Good,D,VS2
0.7,62.0,55.0,5.74,5.71,3.55,2751.0,Ideal,F,VS1
0.47,62.7,55.0,5.08,4.95,3.15,1058.0,Ideal,H,VS2
0.42,62.7,56.0,4.76,4.78,2.99,700.0,Ideal,H,SI1
0.54,61.4,57.0,5.25,5.2,3.21,1786.0,Ideal,F,VS2
0.42,62.8,56.0,4.8,4.76,3.0,1621.0,Ideal,D,VVS1
0.6,64.5,56.0,5.27,5.24,3.39,1305.0,Fair,G,SI1
0.5,62.8,55.0,5.03,5.07,3.17,1170.0,Very Good,G,SI1
0.4,61.2,61.0,4.71,4.74,2.89,588.0,Good,E,SI2
1.15,61.4,57.0,6.7,6.78,4.14,7662.0,Very Good,D,VS2
0.35,62.1,54.0,4.55,4.58,2.83,747.0,Ideal,F,VS2
0.82,61.8,56.0,5.95,5.99,3.69,3050.0,Good,E,SI2
0.91,61.7,57.0,6.21,6.23,3.84,5411.0,Ideal,H,VVS2
0.77,61.3,57.0,5.93,5.88,3.62,2803.0,Premium,G,VS2
0.72,63.8,59.0,5.63,5.71,3.62,2441.0,Very Good,I,VS1
0.44,62.8,59.0,4.88,4.91,3.07,829.0,Very Good,F,SI1
0.95,62.8,59.0,6.21,6.25,3.91,4711.0,Very Good,E,SI1
1.03,61.0,60.0,6.53,6.46,3.96,4522.0,Premium,E,SI2
1.09,62.0,56.0,6.59,6.61,4.09,5816.0,Ideal,F,SI1
0.38,62.1,54.0,4.65,4.69,2.9,532.0,Ideal,J,VS2
1.12,61.0,60.0,6.7,6.64,4.07,3838.0,Premium,G,SI2
0.4,61.9,58.0,4.73,4.71,2.92,855.0,Premium,D,SI2
0.93,62.3,60.0,6.23,6.2,3.87,2647.0,Premium,E,I1
0.51,62.5,59.0,5.08,5.1,3.18,1203.0,Very Good,F,SI1
1.16,65.9,55.0,6.54,6.51,4.3,4612.0,Fair,G,SI1
1.07,62.5,57.0,6.53,6.6,4.1,6120.0,Very Good,E,VS2
0.39,62.7,57.0,4.64,4.68,2.92,1232.0,Very Good,F,VVS1
0.23,60.9,57.0,3.96,3.99,2.42,357.0,Very Good,F,VS1
0.58,61.8,56.0,5.36,5.38,3.32,1421.0,Ideal,H,SI1
0.9,62.4,58.0,6.11,6.16,3.83,3250.0,Very Good,H,SI2
0.41,61.4,56.0,4.81,4.76,2.94,1192.0,Ideal,F,VVS2
0.53,61.9,54.0,5.21,5.23,3.23,1020.0,Ideal,H,SI2
1.03,61.8,57.0,6.49,6.53,4.02,5393.0,Very Good,D,SI1
0.95,62.9,59.0,6.24,6.13,3.89,4682.0,Premium,F,SI1
0.33,62.4,58.0,4.37,4.41,2.74,666.0,Premium,F,VS2
0.71,62.4,56.0,5.75,5.7,3.57,2877.0,Ideal,E,VS1
0.31,61.2,55.0,4.37,4.39,2.68,914.0,Very Good,F,IF
1.26,61.3,58.0,6.99,6.91,4.26,6657.0,Premium,F,SI2
0.5,63.2,57.0,5.07,5.09,3.21,1087.0,Very Good,I,SI1
0.23,61.8,58.0,3.92,3.94,2.43,530.0,Very Good,E,VVS2
0.41,62.0,55.0,4.78,4.74,2.95,1356.0,Ideal,F,VVS1
0.41,60.8,57.0,4.84,4.8,2.93,1015.0,Ideal,D,SI1
0.9,64.1,59.4,6.04,6.08,3.88,3816.0,Good,G,SI1
1.51,60.6,59.0,7.41,7.45,4.5,10331.0,Very Good,H,SI1
0.37,63.7,55.0,4.56,4.54,2.9,749.0,Good,H,VS2
0.5,61.4,54.0,5.13,5.16,3.16,1370.0,Ideal,H,VS1
1.15,63.0,57.0,6.69,6.64,4.2,6942.0,Premium,D,SI1
1.01,62.8,58.0,6.32,6.39,3.99,6999.0,Very Good,F,VS1
1.06,62.3,55.0,6.5,6.54,4.06,5159.0,Ideal,D,SI2
1.12,61.1,56.0,6.7,6.73,4.1,8080.0,Ideal,G,VS1
0.91,61.8,60.0,6.17,6.2,3.82,5530.0,Very Good,E,VS1
1.01,62.2,54.0,6.39,6.43,3.99,4666.0,Ideal,E,SI2
0.43,62.3,60.0,4.78,4.85,3.0,1056.0,Very Good,G,VVS2
0.34,61.2,57.0,4.51,4.54,2.77,1272.0,Ideal,D,VVS1
0.7,63.1,55.0,5.64,5.61,3.55,2657.0,Very Good,G,VS2
0.72,61.6,58.0,5.74,5.78,3.55,2688.0,Very Good,E,SI1
0.9,59.8,54.0,6.25,6.32,3.76,4054.0,Very Good,F,SI1
0.31,61.5,54.0,4.39,4.43,2.71,658.0,Ideal,G,VS1
0.28,61.7,57.0,4.2,4.23,2.6,608.0,Ideal,D,VVS1
0.31,60.8,56.0,4.39,4.42,2.68,692.0,Ideal,D,VS2
0.73,62.2,56.0,5.78,5.76,3.59,3270.0,Ideal,E,VS2
1.0,62.6,60.0,6.32,6.3,3.95,5292.0,Premium,F,SI1
1.0,59.6,59.0,6.54,6.47,3.88,5069.0,Premium,H,VS2
0.71,61.1,57.0,5.71,5.74,3.5,2333.0,Very Good,F,SI1
0.66,61.0,57.0,5.61,5.66,3.43,2131.0,Ideal,H,VS1
1.19,62.8,57.0,6.78,6.7,4.23,4761.0,Premium,J,VS2
1.0,61.6,62.0,6.35,6.42,3.93,5784.0,Good,E,SI1
0.4,60.7,58.0,4.75,4.7,2.87,1163.0,Premium,F,VVS2
1.1,61.5,57.0,6.62,6.65,4.08,6984.0,Ideal,G,VS1
0.7,61.0,56.0,5.76,5.79,3.52,3376.0,Ideal,E,VS2
0.57,61.6,56.0,5.34,5.37,3.3,1567.0,Ideal,F,VS2
1.07,61.5,57.0,6.57,6.6,4.05,4678.0,Ideal,F,SI2
1.26,59.5,59.0,7.13,7.06,4.22,7903.0,Premium,D,SI1
0.51,61.4,57.0,5.16,5.13,3.16,1781.0,Ideal,E,VS2
0.51,63.2,57.0,5.06,5.1,3.21,1744.0,Very Good,H,VVS1
1.5,59.9,68.0,7.39,7.3,4.4,8190.0,Fair,E,SI2
0.93,62.8,58.0,6.24,6.21,3.91,3646.0,Premium,H,SI1
1.5,63.3,58.0,7.24,7.21,4.57,9828.0,Very Good,I,VVS2
1.03,62.0,56.0,6.54,6.5,4.04,8398.0,Ideal,G,VVS1
0.32,60.8,59.0,4.41,4.44,2.69,561.0,Premium,G,VS2
0.44,60.0,59.0,4.99,4.95,2.98,1334.0,Premium,E,VVS2
0.39,63.5,56.0,4.67,4.65,2.96,1271.0,Very Good,G,IF
1.08,59.6,60.0,6.73,6.66,3.99,5908.0,Premium,E,SI1
1.01,63.2,57.0,6.3,6.35,4.0,5599.0,Good,G,VS2
0.34,61.4,55.0,4.5,4.52,2.77,454.0,Ideal,E,SI2
0.74,62.6,56.0,5.74,5.7,3.58,2489.0,Ideal,E,SI1
0.55,61.7,54.0,5.29,5.34,3.28,1172.0,Very Good,J,VS2
0.52,62.2,57.0,5.18,5.11,3.2,1316.0,Ideal,I,VVS2
0.34,62.6,57.0,4.47,4.45,2.79,956.0,Ideal,E,VS2
1.07,61.9,58.0,6.54,6.55,4.05,6779.0,Premium,G,VS2
1.31,61.9,59.0,7.02,6.98,4.33,6438.0,Premium,I,VS2
0.73,60.8,57.0,5.8,5.83,3.54,2916.0,Very Good,H,VS1
0.4,61.6,56.0,4.78,4.73,2.93,1125.0,Ideal,E,VS1
0.3,62.0,58.0,4.28,4.3,2.66,764.0,Ideal,G,VVS1
0.23,62.4,55.0,3.94,3.95,2.46,505.0,Ideal,F,VVS1
1.41,63.7,58.0,7.06,7.01,4.48,8212.0,Good,F,SI1
1.05,62.2,55.8,6.49,6.52,4.04,6279.0,Ideal,I,VS2
0.82,61.9,57.0,5.96,5.99,3.7,3514.0,Ideal,F,VS2
0.42,62.2,56.0,4.77,4.81,2.98,1031.0,Ideal,G,VVS2
0.53,62.2,56.0,5.22,5.16,3.23,1654.0,Premium,E,SI1
1.5,61.0,60.0,7.33,7.27,4.45,9820.0,Premium,H,SI1
0.96,60.2,63.0,6.36,6.3,3.81,3419.0,Very Good,D,SI2
1.15,63.2,58.0,6.64,6.68,4.21,4767.0,Very Good,H,SI2
1.5,62.7,58.0,7.22,7.26,4.54,6987.0,Very Good,J,SI1
0.41,61.4,53.9,4.79,4.81,2.95,1186.0,Ideal,E,VVS2
1.2,62.2,56.0,6.74,6.84,4.22,5385.0,Ideal,G,SI2
0.9,60.1,60.0,6.22,6.32,3.77,3114.0,Very Good,G,SI2
0.33,61.6,59.0,4.41,4.42,2.72,492.0,Premium,D,SI2
0.31,63.7,56.0,4.3,4.33,2.75,612.0,Good,H,VVS1
1.8,63.2,58.0,7.66,7.75,4.87,9979.0,Good,I,SI2
0.4,61.7,56.0,4.77,4.73,2.93,1238.0,Ideal,E,VVS2
0.7,60.4,58.0,5.82,5.77,3.5,2285.0,Ideal,H,SI2
1.0,62.8,60.0,6.32,6.36,3.98,6600.0,Very Good,E,VS2
0.8,61.6,58.0,5.98,6.03,3.7,3429.0,Premium,F,VS2
1.5,60.1,60.0,7.35,7.42,4.44,9281.0,Very Good,E,SI2
1.22,61.6,62.0,6.79,6.75,4.17,5226.0,Premium,G,SI2
0.4,60.8,58.0,4.73,4.77,2.89,1333.0,Premium,G,IF
0.37,62.2,58.0,4.62,4.58,2.86,874.0,Premium,D,SI1
1.1,62.7,57.0,6.57,6.63,4.14,10861.0,Ideal,F,VVS1
1.3,61.5,58.0,7.02,6.97,4.3,5176.0,Premium,J,SI1
0.41,60.3,59.0,4.79,4.76,2.88,923.0,Premium,G,SI1
0.33,61.6,58.0,4.42,4.45,2.73,666.0,Premium,H,VVS2
0.21,63.2,54.0,3.82,3.78,2.4,386.0,Very Good,E,VS2
1.04,62.1,57.0,6.46,6.48,4.02,4668.0,Ideal,F,SI2
0.3,62.3,57.0,4.33,4.3,2.69,776.0,Ideal,F,VS2
0.31,61.8,56.0,4.33,4.37,2.69,625.0,Ideal,F,VS2
